Cod_Mun,Mun,Referencia,Pes_PBF,Pes_Cad,F_PBF_Domi,F_PBF_EP,F_CAD_EP
35310010220,Monções,02/20,153.0,798,"4,69",29,35.0
35311000220,Mongaguá,02/20,10725.0,19740,"18,60",2360,3180.0
35312090220,Monte Alegre do Sul,02/20,312.0,955,"3,52",90,112.0
35313080220,Monte Alto,02/20,1907.0,5396,"3,84",389,467.0
35314070220,Monte Aprazível,02/20,3001.0,6535,"12,57",909,1291.0
35315060220,Monte Azul Paulista,02/20,1214.0,3565,"6,76",295,453.0
35316050220,Monte Castelo,02/20,506.0,1439,"11,38",124,163.0
35317040220,Monteiro Lobato,02/20,664.0,1366,"10,98",141,167.0
35318030220,Monte Mor,02/20,11786.0,23162,"22,76",3737,5447.0
35319020220,Morro Agudo,02/20,4093.0,8364,"13,22",1130,1499.0
35320090220,Morungaba,02/20,1005.0,4948,"6,42",167,217.0
35320580220,Motuca,02/20,538.0,1047,"9,83",123,144.0
35321080220,Murutinga do Sul,02/20,913.0,2139,"21,01",299,378.0
35321570220,Nantes,02/20,393.0,1030,"12,11",91,138.0
35322070220,Narandiba,02/20,394.0,1914,"6,88",39,52.0
35323060220,Natividade da Serra,02/20,1194.0,2197,"14,31",220,240.0
35324050220,Nazaré Paulista,02/20,2924.0,5948,"15,48",726,1016.0
35325040220,Neves Paulista,02/20,987.0,2775,"11,42",277,403.0
35326030220,Nhandeara,02/20,791.0,2551,"6,80",181,278.0
35327020220,Nipoã,02/20,807.0,1707,"17,61",257,385.0
35328010220,Nova Aliança,02/20,498.0,1834,"6,90",91,139.0
35328270220,Nova Campina,02/20,2440.0,4901,"27,19",672,910.0
35328430220,Nova Canaã Paulista,02/20,217.0,804,"9,00",60,77.0
35328680220,Nova Castilho,02/20,112.0,401,"9,28",20,33.0
35329000220,Nova Europa,02/20,1156.0,3884,"10,90",215,296.0
35330070220,Nova Granada,02/20,1748.0,4825,"8,11",422,577.0
35331060220,Nova Guataporanga,02/20,423.0,942,"19,80",138,179.0
35332050220,Nova Independência,02/20,896.0,1595,"25,43",303,466.0
35332540220,Novais,02/20,453.0,1828,"7,90",76,155.0
35333040220,Nova Luzitânia,02/20,431.0,1297,"10,54",118,183.0
35334030220,Nova Odessa,02/20,2935.0,7451,"3,93",676,832.0
35335020220,Novo Horizonte,02/20,2311.0,8593,"5,31",436,637.0
35336010220,Nuporanga,02/20,650.0,1681,"7,89",163,251.0
35337000220,Ocauçu,02/20,780.0,1608,"16,15",209,316.0
35338090220,Óleo,02/20,279.0,760,"10,51",66,110.0
35339080220,Olímpia,02/20,5122.0,13735,"10,16",1423,2251.0
35340050220,Onda Verde,02/20,326.0,1152,"8,01",80,115.0
35341040220,Oriente,02/20,682.0,1351,"10,14",171,213.0
35342030220,Orindiúva,02/20,229.0,1101,"2,77",13,19.0
35343020220,Orlândia,02/20,2518.0,5827,"5,38",505,640.0
35344010220,Osasco,02/20,68776.0,167154,"9,86",15783,22885.0
35345000220,Oscar Bressane,02/20,337.0,920,"12,45",87,117.0
35346090220,Osvaldo Cruz,02/20,3314.0,8609,"9,98",870,1060.0
35347080220,Ourinhos,02/20,8092.0,19796,"6,06",1945,2261.0
35347570220,Ouroeste,02/20,1212.0,3619,"12,61",325,475.0
35348070220,Ouro Verde,02/20,2264.0,4236,"26,95",690,862.0
35349060220,Pacaembu,02/20,1173.0,2794,"8,47",268,288.0
35350020220,Palestina,02/20,1199.0,2360,"9,59",312,401.0
35351010220,Palmares Paulista,02/20,671.0,2321,"4,26",116,143.0
35352000220,Palmeira d'Oeste,02/20,952.0,2728,"9,25",214,298.0
35353090220,Palmital,02/20,2750.0,6195,"12,45",727,960.0
35354080220,Panorama,02/20,2811.0,5373,"17,66",708,962.0
35355070220,Paraguaçu Paulista,02/20,7325.0,14419,"17,08",1932,2537.0
35356060220,Paraibuna,02/20,2400.0,5419,"10,28",324,363.0
35357050220,Paraíso,02/20,565.0,1487,"8,95",155,257.0
35358040220,Paranapanema,02/20,2161.0,5425,"11,06",497,727.0
35359030220,Paranapuã,02/20,618.0,1806,"12,79",114,172.0
35360000220,Parapuã,02/20,1797.0,4199,"16,87",555,705.0
35361090220,Pardinho,02/20,545.0,1523,"6,24",89,108.0
35362080220,Pariquera-Açu,02/20,2717.0,6932,"11,58",541,584.0
35362570220,Parisi,02/20,435.0,1129,"19,52",131,193.0
35363070220,Patrocínio Paulista,02/20,1387.0,3849,"8,01",242,346.0
35364060220,Paulicéia,02/20,1688.0,3399,"24,08",456,606.0
35365050220,Paulínia,02/20,8084.0,20524,"8,36",2285,3409.0
35365700220,Paulistânia,02/20,265.0,970,"16,24",64,115.0
35366040220,Paulo de Faria,02/20,1083.0,2627,"13,65",154,207.0
35367030220,Pederneiras,02/20,4597.0,11041,"10,11",1022,1497.0
35368020220,Pedra Bela,02/20,798.0,1665,"12,18",182,249.0
35369010220,Pedranópolis,02/20,129.0,1080,"4,36",22,30.0
35370080220,Pedregulho,02/20,2821.0,5124,"18,10",869,1163.0
35371070220,Pedreira,02/20,2773.0,9732,"7,40",901,1545.0
35371560220,Pedrinhas Paulista,02/20,272.0,1080,"7,71",63,74.0
35372060220,Pedro de Toledo,02/20,2688.0,5043,"21,97",643,857.0
35373050220,Penápolis,02/20,4658.0,11185,"7,44",1102,1551.0
35374040220,Pereira Barreto,02/20,2131.0,5242,"7,56",388,453.0
35375030220,Pereiras,02/20,756.0,2332,"5,59",71,95.0
35376020220,Peruíbe,02/20,14432.0,28898,"23,25",3708,5090.0
35377010220,Piacatu,02/20,400.0,2053,"5,85",59,62.0
35378000220,Piedade,02/20,6211.0,14041,"10,25",1478,1830.0
35379090220,Pilar do Sul,02/20,2933.0,7509,"8,72",325,371.0
35380060220,Pindamonhangaba,02/20,20592.0,44602,"12,45",5283,7204.0
35381050220,Pindorama,02/20,946.0,2906,"5,61",218,287.0
35382040220,Pinhalzinho,02/20,1500.0,4425,"9,09",232,355.0
35383030220,Piquerobi,02/20,575.0,1535,"14,57",141,190.0
35385010220,Piquete,02/20,1994.0,4385,"11,74",380,422.0
35386000220,Piracaia,02/20,3225.0,6832,"11,48",606,816.0
35387090220,Piracicaba,02/20,26573.0,74073,"6,94",6841,10173.0
35388080220,Piraju,02/20,3680.0,8099,"11,83",1018,1409.0
35389070220,Pirajuí,02/20,2315.0,5221,"12,23",750,1059.0
35390040220,Pirangi,02/20,540.0,1988,"4,65",111,191.0
35391030220,Pirapora do Bom Jesus,02/20,2902.0,5800,"14,85",724,1100.0
35392020220,Pirapozinho,02/20,1735.0,4891,"6,14",295,319.0
35393010220,Pirassununga,02/20,4142.0,10659,"4,22",903,1059.0
35394000220,Piratininga,02/20,812.0,2949,"5,77",147,235.0
35395090220,Pitangueiras,02/20,3939.0,8488,"10,08",996,1334.0
35396080220,Planalto,02/20,536.0,1798,"10,14",107,182.0
35397070220,Platina,02/20,737.0,1584,"22,69",224,323.0
35398060220,Poá,02/20,17733.0,37259,"17,27",5493,7883.0
35399050220,Poloni,02/20,716.0,2171,"11,90",164,241.0
35400020220,Pompéia,02/20,1380.0,5740,"5,69",178,210.0
35401010220,Pongaí,02/20,401.0,899,"9,98",96,138.0
35402000220,Pontal,02/20,3834.0,9128,"7,74",700,1017.0
35402590220,Pontalinda,02/20,514.0,1933,"9,41",73,106.0
35403090220,Pontes Gestal,02/20,202.0,1064,"9,36",56,121.0
35404080220,Populina,02/20,733.0,1865,"17,90",236,359.0
35405070220,Porangaba,02/20,1030.0,2570,"8,46",159,195.0
35406060220,Porto Feliz,02/20,3156.0,9184,"5,09",584,776.0
35407050220,Porto Ferreira,02/20,3441.0,9145,"5,96",789,917.0
35407540220,Potim,02/20,3274.0,7231,"16,97",787,1061.0
35408040220,Potirendaba,02/20,929.0,3570,"5,09",115,195.0
35408530220,Pracinha,02/20,406.0,841,"33,27",169,225.0
35409030220,Pradópolis,02/20,2617.0,4367,"12,70",763,1017.0
35410000220,Praia Grande,02/20,23164.0,51335,"6,22",4264,4803.0
35410590220,Pratânia,02/20,1316.0,3736,"28,06",301,454.0
35411090220,Presidente Alves,02/20,497.0,1280,"8,37",88,105.0
35412080220,Presidente Bernardes,02/20,1328.0,3688,"8,91",277,315.0
35413070220,Presidente Epitácio,02/20,3185.0,13954,"6,21",151,210.0
35414060220,Presidente Prudente,02/20,13162.0,43673,"6,09",3366,4991.0
35415050220,Presidente Venceslau,02/20,3117.0,6936,"7,52",736,872.0
35416040220,Promissão,02/20,3287.0,8339,"7,51",434,591.0
35416530220,Quadra,02/20,788.0,1777,"17,84",161,225.0
35417030220,Quatá,02/20,2066.0,4485,"14,48",613,868.0
35418020220,Queiroz,02/20,338.0,1040,"10,25",79,106.0
35419010220,Queluz,02/20,1429.0,3953,"11,13",378,415.0
35420080220,Quintana,02/20,984.0,2007,"15,67",303,405.0
35421070220,Rafard,02/20,956.0,1948,"11,36",284,425.0
35422060220,Rancharia,02/20,3203.0,8144,"10,35",744,1073.0
35423050220,Redenção da Serra,02/20,909.0,1740,"23,39",280,394.0
35424040220,Regente Feijó,02/20,1299.0,4343,"5,22",257,311.0
35425030220,Reginópolis,02/20,449.0,1221,"6,23",57,71.0
35426020220,Registro,02/20,8700.0,21316,"15,07",1723,2461.0
35427010220,Restinga,02/20,1159.0,3001,"14,25",203,309.0
35428000220,Ribeira,02/20,966.0,1887,"32,39",290,404.0
35429090220,Ribeirão Bonito,02/20,1291.0,2765,"8,18",273,365.0
35430060220,Ribeirão Branco,02/20,5359.0,10187,"24,69",883,1032.0
35431050220,Ribeirão Corrente,02/20,713.0,1930,"13,74",109,187.0
35432040220,Ribeirão do Sul,02/20,711.0,2199,"16,26",167,226.0
35432380220,Ribeirão dos Índios,02/20,332.0,1079,"15,58",98,127.0
35432530220,Ribeirão Grande,02/20,1482.0,3742,"16,09",303,343.0
35433030220,Ribeirão Pires,02/20,9599.0,22475,"7,54",2834,3279.0
35434020220,Ribeirão Preto,02/20,32796.0,75410,"3,97",8315,9608.0
35435010220,Riversul,02/20,1568.0,2910,"28,30",497,615.0
35436000220,Rifaina,02/20,455.0,1484,"8,59",59,62.0
35437090220,Rincão,02/20,1547.0,2849,"13,27",341,439.0
35438080220,Rinópolis,02/20,615.0,1855,"5,73",107,118.0
35439070220,Rio Claro,02/20,9149.0,30572,"3,98",2229,2978.0
35440040220,Rio das Pedras,02/20,2026.0,4832,"4,08",359,415.0
35441030220,Rio Grande da Serra,02/20,5852.0,14530,"11,12",1215,1684.0
35442020220,Riolândia,02/20,1723.0,3784,"17,15",463,646.0
35442510220,Rosana,02/20,2807.0,6183,"12,25",664,734.0
35443010220,Roseira,02/20,1896.0,3980,"18,87",522,679.0
35444000220,Rubiácea,02/20,370.0,1430,"12,55",89,151.0
35445090220,Rubinéia,02/20,253.0,1052,"5,74",51,59.0
35446080220,Sabino,02/20,873.0,2179,"15,54",236,308.0
35447070220,Sagres,02/20,345.0,1170,"14,91",104,142.0
35448060220,Sales,02/20,1052.0,2624,"19,48",342,493.0
35449050220,Sales Oliveira,02/20,902.0,2270,"7,41",167,228.0
35450010220,Salesópolis,02/20,2496.0,5507,"13,37",288,366.0
35451000220,Salmourão,02/20,773.0,1976,"15,15",204,299.0
35451590220,Saltinho,02/20,247.0,913,"2,91",44,89.0
35452090220,Salto,02/20,6047.0,17247,"5,15",1515,2304.0
35453080220,Salto de Pirapora,02/20,4511.0,11658,"9,82",850,1196.0
35454070220,Salto Grande,02/20,1363.0,3353,"12,72",287,343.0
35455060220,Sandovalina,02/20,578.0,1347,"14,61",157,228.0
35456050220,Santa Adélia,02/20,1453.0,5064,"9,81",388,545.0
35457040220,Santa Albertina,02/20,442.0,2938,"6,16",49,63.0
35458030220,Santa Bárbara d'Oeste,02/20,7947.0,22671,"4,07",1903,2756.0
35460090220,Santa Branca,02/20,2222.0,4829,"14,96",582,856.0
35461080220,Santa Clara d'Oeste,02/20,210.0,1051,"10,71",49,97.0
35462070220,Santa Cruz da Conceição,02/20,356.0,1163,"7,32",59,90.0
35462560220,Santa Cruz da Esperança,02/20,182.0,824,"8,64",17,25.0
35463060220,Santa Cruz das Palmeiras,02/20,2172.0,5622,"5,70",213,251.0
35464050220,Santa Cruz do Rio Pardo,02/20,3017.0,8813,"5,35",613,775.0
35465040220,Santa Ernestina,02/20,1136.0,2211,"20,95",346,416.0
35466030220,Santa Fé do Sul,02/20,2435.0,8478,"7,02",550,870.0
35467020220,Santa Gertrudes,02/20,1033.0,2927,"3,26",177,256.0
35468010220,Santa Isabel,02/20,7001.0,12814,"10,21",1588,1815.0
35469000220,Santa Lúcia,02/20,542.0,1575,"5,35",78,96.0
35470070220,Santa Maria da Serra,02/20,782.0,2243,"12,30",179,293.0
35471060220,Santa Mercedes,02/20,438.0,1237,"13,80",97,152.0
35472050220,Santana da Ponte Pensa,02/20,150.0,673,"8,09",16,27.0
35473040220,Santana de Parnaíba,02/20,10990.0,26209,"7,86",2585,3819.0
35474030220,Santa Rita d'Oeste,02/20,142.0,827,"4,55",13,17.0
35475020220,Santa Rita do Passa Quatro,02/20,1986.0,6178,"7,27",432,627.0
35476010220,Santa Rosa de Viterbo,02/20,2025.0,5148,"6,64",351,398.0
35476500220,Santa Salete,02/20,106.0,932,"6,08",19,25.0
35477000220,Santo Anastácio,02/20,2230.0,5492,"11,15",563,764.0
35478090220,Santo André,02/20,55114.0,132294,"8,50",16073,23765.0
35479080220,Santo Antônio da Alegria,02/20,1205.0,2601,"16,97",322,454.0
35480050220,Santo Antônio de Posse,02/20,2727.0,6355,"12,23",544,802.0
35480540220,Santo Antônio do Aracanguá,02/20,986.0,2985,"12,94",309,503.0
35481040220,Santo Antônio do Jardim,02/20,431.0,1844,"5,62",66,74.0
35482030220,Santo Antônio do Pinhal,02/20,842.0,2582,"11,20",143,159.0
35483020220,Santo Expedito,02/20,363.0,1086,"9,86",80,94.0
35484010220,Santópolis do Aguapeí,02/20,654.0,2104,"14,10",194,289.0
35485000220,Santos,02/20,21802.0,54314,"4,74",5788,8540.0
35486090220,São Bento do Sapucaí,02/20,1435.0,4798,"11,47",254,307.0
35487080220,São Bernardo do Campo,02/20,58655.0,138921,"7,78",17357,25812.0
35488070220,São Caetano do Sul,02/20,2871.0,13720,"1,96",764,919.0
35489060220,São Carlos,02/20,19125.0,40451,"7,99",5277,7423.0
35490030220,São Francisco,02/20,280.0,980,"7,90",55,68.0
35491020220,São João da Boa Vista,02/20,3690.0,13490,"3,20",416,464.0
35492010220,São João das Duas Pontes,02/20,244.0,1227,"6,26",37,42.0
35492500220,São João de Iracema,02/20,183.0,821,"6,36",34,40.0
35493000220,São João do Pau d'Alho,02/20,265.0,916,"13,50",71,105.0
35494090220,São Joaquim da Barra,02/20,2491.0,6671,"3,61",231,265.0
35495080220,São José da Bela Vista,02/20,1976.0,3689,"23,21",618,818.0
35496070220,São José do Barreiro,02/20,1157.0,2341,"26,05",303,387.0
35497060220,São José do Rio Pardo,02/20,5725.0,11160,"10,04",1436,1893.0
35498050220,São José do Rio Preto,02/20,26641.0,72165,"6,11",7842,11693.0
35499040220,São José dos Campos,02/20,64205.0,152241,"9,83",19235,28176.0
35499530220,São Lourenço da Serra,02/20,3144.0,6245,"21,60",969,1448.0
35500010220,São Luiz do Paraitinga,02/20,1545.0,3836,"14,00",390,541.0
35501000220,São Manuel,02/20,2789.0,9955,"5,39",187,215.0
35502090220,São Miguel Arcanjo,02/20,4534.0,9896,"12,16",787,858.0
35503080220,São Paulo,02/20,1042571.0,3156149,"9,66",284354,444973.0
35504070220,São Pedro,02/20,3833.0,7029,"10,45",1012,1457.0
35505060220,São Pedro do Turvo,02/20,872.0,2188,"11,97",163,263.0
35506050220,São Roque,02/20,6029.0,16135,"6,83",1350,2048.0
35507040220,São Sebastião,02/20,9539.0,21791,"10,81",2727,4227.0
35508030220,São Sebastião da Grama,02/20,582.0,2555,"3,99",69,77.0
35509020220,São Simão,02/20,1189.0,3117,"6,06",174,227.0
35510090220,São Vicente,02/20,30765.0,57651,"7,42",8252,9970.0
35511080220,Sarapuí,02/20,844.0,2270,"6,53",77,101.0
35512070220,Sarutaiá,02/20,502.0,1771,"13,29",125,199.0
35513060220,Sebastianópolis do Sul,02/20,422.0,1839,"12,83",130,214.0
35514050220,Serra Azul,02/20,2527.0,4111,"32,27",867,1209.0
35515040220,Serrana,02/20,5263.0,11051,"12,63",1473,2088.0
35516030220,Serra Negra,02/20,1811.0,5066,"4,65",252,296.0
35517020220,Sertãozinho,02/20,11188.0,24686,"9,45",2733,3843.0
35518010220,Sete Barras,02/20,3128.0,7333,"21,47",587,671.0
35519000220,Severínia,02/20,2343.0,4760,"13,60",542,746.0
35520070220,Silveiras,02/20,1246.0,2508,"16,82",207,278.0
35521060220,Socorro,02/20,3250.0,7471,"7,99",720,1060.0
35522050220,Sorocaba,02/20,43820.0,113854,"6,81",8766,13425.0
35523040220,Sud Mennucci,02/20,556.0,2753,"6,57",105,205.0
35524030220,Sumaré,02/20,21188.0,60646,"7,50",5380,8361.0
35525020220,Suzano,02/20,35736.0,96465,"12,44",6739,9587.0
35525510220,Suzanápolis,02/20,466.0,1719,"10,15",106,132.0
35526010220,Tabapuã,02/20,1575.0,3496,"13,33",427,572.0
35527000220,Tabatinga,02/20,1217.0,3455,"6,52",186,287.0
35528090220,Taboão da Serra,02/20,24471.0,72833,"9,17",6007,9102.0
35529080220,Taciba,02/20,888.0,2333,"13,83",192,258.0
35530050220,Taguaí,02/20,1016.0,3520,"7,10",183,304.0
35531040220,Taiaçu,02/20,1235.0,2638,"18,40",295,396.0
35532030220,Taiúva,02/20,446.0,1312,"6,62",98,150.0
35533020220,Tambaú,02/20,3142.0,6606,"14,29",934,1382.0
35534010220,Tanabi,02/20,4512.0,8616,"18,97",1561,1863.0
35535000220,Tapiraí,02/20,1517.0,3629,"15,83",279,323.0
35536090220,Tapiratiba,02/20,1441.0,2903,"11,42",359,520.0
35536580220,Taquaral,02/20,177.0,944,"5,27",21,28.0
35537080220,Taquaritinga,02/20,6547.0,13397,"10,81",1350,1797.0
35538070220,Taquarituba,02/20,2787.0,7568,"11,06",625,746.0
35538560220,Taquarivaí,02/20,1549.0,3666,"33,57",463,705.0
35539060220,Tarabai,02/20,748.0,2171,"10,44",180,225.0
35539550220,Tarumã,02/20,1542.0,5159,"10,38",291,447.0
35540030220,Tatuí,02/20,9613.0,25221,"7,60",1568,2363.0
35541020220,Taubaté,02/20,18237.0,57896,"5,09",2777,3251.0
35542010220,Tejupá,02/20,846.0,1959,"13,63",105,119.0
35543000220,Teodoro Sampaio,02/20,4039.0,9253,"17,84",881,1211.0
35544090220,Terra Roxa,02/20,502.0,2110,"5,39",86,139.0
35545080220,Tietê,02/20,2073.0,7757,"5,09",458,763.0
35546070220,Timburi,02/20,432.0,1185,"17,54",116,152.0
35546560220,Torre de Pedra,02/20,358.0,991,"12,85",86,131.0
35547060220,Torrinha,02/20,834.0,2683,"7,67",119,178.0
35547550220,Trabiju,02/20,356.0,836,"25,78",111,201.0
35548050220,Tremembé,02/20,5984.0,10212,"14,27",1510,1925.0
35549040220,Três Fronteiras,02/20,613.0,2460,"9,56",154,250.0
35549530220,Tuiuti,02/20,629.0,2113,"8,06",115,191.0
35550000220,Tupã,02/20,5119.0,16718,"6,59",1068,1225.0
35551090220,Tupi Paulista,02/20,867.0,3081,"5,91",224,340.0
35552080220,Turiúba,02/20,151.0,807,"6,34",29,47.0
35553070220,Turmalina,02/20,138.0,931,"6,60",30,54.0
35553560220,Ubarana,02/20,541.0,1359,"7,94",126,161.0
35554060220,Ubatuba,02/20,13364.0,25723,"14,46",3484,5093.0
35555050220,Ubirajara,02/20,760.0,1822,"15,45",174,265.0
35556040220,Uchoa,02/20,493.0,2783,"3,64",28,36.0
35557030220,União Paulista,02/20,123.0,675,"5,24",23,34.0
35558020220,Urânia,02/20,1059.0,2903,"11,26",233,329.0
35559010220,Uru,02/20,196.0,425,"16,67",56,76.0
35560080220,Urupês,02/20,1199.0,3383,"9,04",292,394.0
35561070220,Valentim Gentil,02/20,1445.0,4189,"11,51",395,582.0
35562060220,Valinhos,02/20,4294.0,11670,"3,36",1078,1716.0
35563050220,Valparaíso,02/20,2447.0,6121,"10,61",535,751.0
35563540220,Vargem,02/20,892.0,2501,"7,18",123,179.0
35564040220,Vargem Grande do Sul,02/20,2730.0,7933,"5,26",477,544.0
35564530220,Vargem Grande Paulista,02/20,5274.0,11534,"9,65",1175,1606.0
35565030220,Várzea Paulista,02/20,7548.0,17071,"6,16",1316,1699.0
35566020220,Vera Cruz,02/20,940.0,3232,"8,31",197,294.0
35567010220,Vinhedo,02/20,2628.0,8865,"3,55",676,1095.0
35568000220,Viradouro,02/20,1259.0,7338,"4,78",91,121.0
35569090220,Vista Alegre do Alto,02/20,462.0,2315,"4,66",7,19.0
35569580220,Vitória Brasil,02/20,113.0,659,"5,11",16,24.0
35570060220,Votorantim,02/20,8303.0,19973,"6,92",1938,2905.0
35571050220,Votuporanga,02/20,5852.0,19223,"6,59",1518,2235.0
35571540220,Zacarias,02/20,212.0,1253,"7,35",25,48.0
35572040220,Chavantes,02/20,1961.0,4021,"15,61",467,599.0
35573030220,Estiva Gerbi,02/20,877.0,2448,"8,07",183,317.0
35001050320,Adamantina,03/20,1008.0,5232,"2,73",149,174.0
35002040320,Adolfo,03/20,479.0,1743,"9,84",123,152.0
35003030320,Aguaí,03/20,4593.0,9885,"9,14",856,1042.0
35004020320,Águas da Prata,03/20,509.0,1969,"5,40",101,121.0
35005010320,Águas de Lindóia,03/20,996.0,2927,"5,44",220,252.0
35005500320,Águas de Santa Bárbara,03/20,1096.0,2395,"16,22",257,392.0
35006000320,Águas de São Pedro,03/20,149.0,300,"2,93",38,41.0
35007090320,Agudos,03/20,3139.0,8859,"8,03",549,624.0
35007580320,Alambari,03/20,656.0,1666,"8,51",21,29.0
35008080320,Alfredo Marcondes,03/20,563.0,1627,"10,66",132,153.0
35009070320,Altair,03/20,462.0,1373,"8,40",124,146.0
35010040320,Altinópolis,03/20,2282.0,5782,"13,01",627,868.0
35011030320,Alto Alegre,03/20,519.0,1203,"9,77",154,182.0
35011520320,Alumínio,03/20,1856.0,3626,"8,36",426,508.0
35012020320,Álvares Florence,03/20,313.0,1459,"7,03",78,163.0
35013010320,Álvares Machado,03/20,3955.0,7932,"13,72",967,1134.0
35014000320,Álvaro de Carvalho,03/20,807.0,2155,"20,00",176,265.0
35015090320,Alvinlândia,03/20,507.0,1502,"12,48",83,108.0
35016080320,Americana,03/20,12405.0,26537,"4,19",3560,4165.0
35017070320,Américo Brasiliense,03/20,2668.0,5838,"5,76",579,643.0
35018060320,Américo de Campos,03/20,578.0,2511,"8,24",55,75.0
35019050320,Amparo,03/20,3188.0,7861,"4,24",670,778.0
35020020320,Analândia,03/20,610.0,1157,"9,66",172,208.0
35021010320,Andradina,03/20,6079.0,12285,"9,07",1837,2143.0
35022000320,Angatuba,03/20,2784.0,7767,"8,82",518,611.0
35023090320,Anhembi,03/20,1186.0,2620,"16,38",271,459.0
35024080320,Anhumas,03/20,523.0,1837,"10,16",77,111.0
35025070320,Aparecida,03/20,2818.0,6576,"6,23",255,301.0
35026060320,Aparecida d'Oeste,03/20,863.0,1882,"16,85",261,297.0
35027050320,Apiaí,03/20,5921.0,11815,"21,00",1513,1794.0
35027540320,Araçariguama,03/20,2981.0,6309,"13,45",701,1072.0
35028040320,Araçatuba,03/20,13496.0,40561,"6,61",3236,3913.0
35029030320,Araçoiaba da Serra,03/20,3402.0,8504,"7,94",705,814.0
35030000320,Aramina,03/20,576.0,1694,"9,15",156,233.0
35031090320,Arandu,03/20,974.0,2475,"10,59",193,230.0
35031580320,Arapeí,03/20,518.0,1413,"17,80",162,178.0
35032080320,Araraquara,03/20,15437.0,37456,"4,72",3323,3832.0
35033070320,Araras,03/20,13673.0,34040,"10,92",4021,5998.0
35033560320,Arco-Íris,03/20,432.0,997,"19,97",106,132.0
35034060320,Arealva,03/20,998.0,2942,"7,70",211,257.0
35035050320,Areias,03/20,1050.0,1862,"24,86",295,329.0
35036040320,Areiópolis,03/20,1406.0,3227,"9,30",199,248.0
35037030320,Ariranha,03/20,656.0,1522,"4,88",103,118.0
35038020320,Artur Nogueira,03/20,3872.0,10965,"5,14",528,649.0
35039010320,Arujá,03/20,12829.0,26194,"12,17",2719,3166.0
35039500320,Aspásia,03/20,244.0,1066,"9,85",62,74.0
35040080320,Assis,03/20,7512.0,19379,"5,70",1265,1486.0
35041070320,Atibaia,03/20,10892.0,25871,"7,07",2061,2395.0
35042060320,Auriflama,03/20,454.0,1730,"2,72",87,114.0
35043050320,Avaí,03/20,966.0,1736,"15,59",273,310.0
35044040320,Avanhandava,03/20,2499.0,4940,"22,84",753,1023.0
35045030320,Avaré,03/20,8763.0,18104,"7,48",1807,2098.0
35046020320,Bady Bassitt,03/20,924.0,4358,"3,56",115,169.0
35047010320,Balbinos,03/20,281.0,627,"19,76",93,131.0
35048000320,Bálsamo,03/20,648.0,2373,"4,54",91,102.0
35049090320,Bananal,03/20,1985.0,4784,"14,47",347,384.0
35050050320,Barão de Antonina,03/20,799.0,1821,"21,51",200,255.0
35051040320,Barbosa,03/20,1101.0,2899,"15,32",308,469.0
35052030320,Bariri,03/20,2924.0,6367,"5,70",589,700.0
35053020320,Barra Bonita,03/20,2824.0,6721,"7,95",799,1152.0
35053510320,Barra do Chapéu,03/20,2354.0,3725,"37,16",639,721.0
35054010320,Barra do Turvo,03/20,2355.0,4392,"25,64",691,769.0
35055000320,Barretos,03/20,9502.0,20358,"6,44",2778,3309.0
35056090320,Barrinha,03/20,5314.0,10945,"15,05",1381,1884.0
35057080320,Barueri,03/20,33806.0,67003,"9,56",8146,9581.0
35058070320,Bastos,03/20,1315.0,5255,"5,64",158,184.0
35059060320,Batatais,03/20,6309.0,12919,"8,50",1750,1970.0
35060030320,Bauru,03/20,30399.0,81680,"7,11",8422,10173.0
35061020320,Bebedouro,03/20,7878.0,17799,"7,97",1780,2078.0
35062010320,Bento de Abreu,03/20,392.0,978,"11,10",103,141.0
35063000320,Bernardino de Campos,03/20,1561.0,3677,"14,22",470,663.0
35063590320,Bertioga,03/20,9101.0,20412,"14,00",2255,3408.0
35064090320,Bilac,03/20,572.0,2442,"6,21",96,132.0
35065080320,Birigui,03/20,7461.0,20933,"4,12",1534,1836.0
35066070320,Biritiba Mirim,03/20,6310.0,11845,"16,17",1559,1773.0
35067060320,Boa Esperança do Sul,03/20,2402.0,4858,"15,92",695,1006.0
35068050320,Bocaina,03/20,964.0,2952,"7,26",187,273.0
35069040320,Bofete,03/20,1596.0,3263,"10,64",388,472.0
35070010320,Boituva,03/20,5514.0,11707,"7,90",1201,1366.0
35071000320,Bom Jesus dos Perdões,03/20,4271.0,7483,"13,43",1009,1200.0
35071590320,Bom Sucesso de Itararé,03/20,1214.0,2308,"29,44",317,352.0
35072090320,Borá,03/20,144.0,397,"15,16",19,33.0
35073080320,Boracéia,03/20,798.0,1581,"16,24",232,373.0
35074070320,Borborema,03/20,1417.0,4157,"6,61",263,316.0
35074560320,Borebi,03/20,388.0,1477,"14,09",81,121.0
35075060320,Botucatu,03/20,11205.0,25133,"6,64",2746,3259.0
35076050320,Bragança Paulista,03/20,13261.0,32973,"6,29",2897,3436.0
35077040320,Braúna,03/20,1036.0,2410,"17,74",300,377.0
35077530320,Brejo Alegre,03/20,556.0,1524,"19,29",163,210.0
35078030320,Brodowski,03/20,2143.0,4827,"6,45",444,494.0
35079020320,Brotas,03/20,1324.0,4302,"4,95",241,268.0
35080090320,Buri,03/20,6081.0,9573,"23,51",1655,1875.0
35081080320,Buritama,03/20,3108.0,6447,"16,60",827,1153.0
35082070320,Buritizal,03/20,544.0,2134,"12,10",160,242.0
