Cod_Mun,Mun,Referencia,Pes_PBF,Pes_Cad,F_PBF_Domi,F_PBF_EP,F_CAD_EP
35018060820,Américo de Campos,08/20,580.0,2567,"8,47",58,86.0
35019050820,Amparo,08/20,3162.0,8080,"4,25",650,800.0
35020020820,Analândia,08/20,606.0,1282,"11,43",172,227.0
35021010820,Andradina,08/20,6085.0,13326,"11,03",1837,2398.0
35022000820,Angatuba,08/20,2778.0,7851,"10,43",516,624.0
35023090820,Anhembi,08/20,1183.0,2628,"16,38",268,464.0
35024080820,Anhumas,08/20,513.0,1884,"10,68",66,101.0
35025070820,Aparecida,08/20,2799.0,6879,"6,36",269,365.0
35026060820,Aparecida d'Oeste,08/20,855.0,1982,"19,75",257,324.0
35027050820,Apiaí,08/20,5885.0,12088,"24,19",1509,1863.0
35027540820,Araçariguama,08/20,2961.0,6325,"13,59",685,1051.0
35028040820,Araçatuba,08/20,13424.0,42721,"6,87",3211,4346.0
35029030820,Araçoiaba da Serra,08/20,3360.0,8771,"9,73",696,848.0
35030000820,Aramina,08/20,575.0,1740,"10,08",156,242.0
35031090820,Arandu,08/20,978.0,2576,"13,72",193,248.0
35031580820,Arapeí,08/20,508.0,1462,"20,09",159,197.0
35032080820,Araraquara,08/20,15380.0,38566,"6,28",3319,4055.0
35033070820,Araras,08/20,13566.0,34626,"10,90",4005,6174.0
35033560820,Arco-Íris,08/20,442.0,1035,"20,42",104,133.0
35034060820,Arealva,08/20,984.0,2984,"10,74",215,276.0
35035050820,Areias,08/20,1030.0,1883,"27,72",292,336.0
35036040820,Areiópolis,08/20,1388.0,3206,"11,17",196,250.0
35037030820,Ariranha,08/20,640.0,1535,"6,57",98,125.0
35038020820,Artur Nogueira,08/20,3833.0,11989,"6,43",530,760.0
35039010820,Arujá,08/20,12809.0,27875,"14,77",2752,3698.0
35039500820,Aspásia,08/20,237.0,1127,"12,62",61,83.0
35040080820,Assis,08/20,7433.0,19743,"6,75",1233,1526.0
35041070820,Atibaia,08/20,10913.0,27111,"7,27",2044,2660.0
35042060820,Auriflama,08/20,461.0,1945,"2,82",88,123.0
35043050820,Avaí,08/20,968.0,1792,"17,83",268,319.0
35044040820,Avanhandava,08/20,2504.0,5098,"23,17",754,1067.0
35045030820,Avaré,08/20,8717.0,18171,"9,16",1795,2108.0
35046020820,Bady Bassitt,08/20,943.0,4496,"4,72",120,212.0
35047010820,Balbinos,08/20,281.0,646,"19,96",93,137.0
35048000820,Bálsamo,08/20,626.0,2493,"6,50",94,148.0
35049090820,Bananal,08/20,1964.0,5081,"16,77",331,408.0
35050050820,Barão de Antonina,08/20,788.0,1800,"21,42",200,255.0
35051040820,Barbosa,08/20,1095.0,3030,"15,20",311,508.0
35052030820,Bariri,08/20,2892.0,6460,"7,30",584,720.0
35053020820,Barra Bonita,08/20,2790.0,6951,"7,91",789,1200.0
35053510820,Barra do Chapéu,08/20,2364.0,3866,"41,91",643,761.0
35054010820,Barra do Turvo,08/20,2352.0,4595,"31,58",689,883.0
35055000820,Barretos,08/20,9460.0,20626,"8,05",2750,3352.0
35056090820,Barrinha,08/20,5288.0,10996,"15,04",1378,1903.0
35057080820,Barueri,08/20,33790.0,67613,"12,64",8137,9723.0
35058070820,Bastos,08/20,1294.0,5660,"5,78",157,219.0
35059060820,Batatais,08/20,6280.0,13565,"10,36",1750,2119.0
35060030820,Bauru,08/20,30330.0,83090,"8,76",8357,10354.0
35061020820,Bebedouro,08/20,7859.0,18662,"9,69",1771,2238.0
35062010820,Bento de Abreu,08/20,388.0,1052,"11,20",103,148.0
35063000820,Bernardino de Campos,08/20,1544.0,3770,"14,03",465,682.0
35063590820,Bertioga,08/20,9182.0,22579,"14,11",2375,4089.0
35064090820,Bilac,08/20,566.0,2472,"6,28",99,140.0
35065080820,Birigui,08/20,7467.0,22363,"5,48",1532,2089.0
35066070820,Biritiba Mirim,08/20,6290.0,12007,"19,71",1553,1805.0
35067060820,Boa Esperança do Sul,08/20,2393.0,4861,"15,94",687,998.0
35068050820,Bocaina,08/20,973.0,3017,"7,34",194,293.0
35069040820,Bofete,08/20,1597.0,3277,"12,92",387,472.0
35070010820,Boituva,08/20,5509.0,12075,"9,13",1214,1438.0
35071000820,Bom Jesus dos Perdões,08/20,4212.0,7726,"16,62",1003,1293.0
35071590820,Bom Sucesso de Itararé,08/20,1212.0,2333,"32,94",315,357.0
35072090820,Borá,08/20,144.0,409,"15,52",19,35.0
35073080820,Boracéia,08/20,799.0,1638,"16,57",230,382.0
35074070820,Borborema,08/20,1418.0,4363,"8,22",261,367.0
35074560820,Borebi,08/20,383.0,1499,"14,09",80,123.0
35075060820,Botucatu,08/20,11156.0,25426,"7,73",2729,3314.0
35076050820,Bragança Paulista,08/20,13193.0,36525,"8,36",2927,4273.0
35077040820,Braúna,08/20,1039.0,2415,"17,90",300,383.0
35077530820,Brejo Alegre,08/20,549.0,1575,"19,18",163,219.0
35078030820,Brodowski,08/20,2139.0,5277,"7,92",448,542.0
35079020820,Brotas,08/20,1307.0,4624,"5,12",238,317.0
35080090820,Buri,08/20,6091.0,9947,"30,08",1670,2040.0
35081080820,Buritama,08/20,3051.0,6760,"16,62",801,1176.0
35082070820,Buritizal,08/20,531.0,2176,"11,98",153,258.0
35083060820,Cabrália Paulista,08/20,666.0,2419,"13,26",122,144.0
35084050820,Cabreúva,08/20,4065.0,9518,"7,46",756,1061.0
35085040820,Caçapava,08/20,8860.0,19762,"9,39",1951,2560.0
35086030820,Cachoeira Paulista,08/20,5832.0,9602,"17,54",1771,2330.0
35087020820,Caconde,08/20,3921.0,7283,"18,54",931,1036.0
35088010820,Cafelândia,08/20,1478.0,3757,"7,41",218,281.0
35089000820,Caiabu,08/20,406.0,1362,"9,20",104,123.0
35090070820,Caieiras,08/20,6170.0,19435,"5,81",1097,1475.0
35091060820,Caiuá,08/20,1295.0,2221,"23,97",420,554.0
35092050820,Cajamar,08/20,15996.0,29278,"21,82",5344,8037.0
35092540820,Cajati,08/20,5455.0,11723,"18,14",1207,1424.0
35093040820,Cajobi,08/20,1474.0,3927,"13,41",416,638.0
35094030820,Cajuru,08/20,3230.0,5973,"12,28",909,1089.0
35094520820,Campina do Monte Alegre,08/20,1049.0,2348,"16,32",252,324.0
35095020820,Campinas,08/20,113369.0,223386,"9,66",32863,40154.0
35096010820,Campo Limpo Paulista,08/20,8858.0,17349,"10,70",2428,2945.0
35097000820,Campos do Jordão,08/20,3364.0,10094,"5,97",410,522.0
35098090820,Campos Novos Paulista,08/20,960.0,1770,"17,40",205,231.0
35099080820,Cananéia,08/20,2153.0,4884,"15,67",378,439.0
35099570820,Canas,08/20,1336.0,2424,"26,55",380,489.0
35100050820,Cândido Mota,08/20,2970.0,7389,"9,07",673,726.0
35101040820,Cândido Rodrigues,08/20,284.0,820,"9,54",73,116.0
35101530820,Canitar,08/20,964.0,2440,"18,32",196,295.0
35102030820,Capão Bonito,08/20,12002.0,23890,"25,11",2606,3189.0
35103020820,Capela do Alto,08/20,3879.0,8321,"16,42",856,1193.0
35104010820,Capivari,08/20,7375.0,12300,"15,21",2473,3361.0
35105000820,Caraguatatuba,08/20,17864.0,41914,"15,05",4284,5260.0
35106090820,Carapicuíba,08/20,67555.0,122476,"18,47",20697,24567.0
35107080820,Cardoso,08/20,966.0,3536,"6,39",113,131.0
35108070820,Casa Branca,08/20,3836.0,6725,"13,90",1125,1306.0
35109060820,Cássia dos Coqueiros,08/20,327.0,945,"10,71",50,64.0
35110030820,Castilho,08/20,2261.0,7128,"9,76",374,471.0
35111020820,Catanduva,08/20,5781.0,15900,"4,54",1402,1691.0
35112010820,Catiguá,08/20,648.0,1980,"8,02",145,202.0
35113000820,Cedral,08/20,490.0,3109,"4,63",88,137.0
35114090820,Cerqueira César,08/20,2409.0,5980,"10,95",442,642.0
35115080820,Cerquilho,08/20,2213.0,7349,"4,26",446,662.0
35116070820,Cesário Lange,08/20,1224.0,3501,"6,55",171,215.0
35117060820,Charqueada,08/20,1953.0,3744,"11,87",585,836.0
35119040820,Clementina,08/20,912.0,2786,"9,97",182,231.0
35120010820,Colina,08/20,2044.0,3880,"12,56",678,841.0
35121000820,Colômbia,08/20,1315.0,3810,"22,59",395,555.0
35122090820,Conchal,08/20,4951.0,9206,"17,24",1332,1830.0
35123080820,Conchas,08/20,2112.0,4753,"11,50",466,570.0
35124070820,Cordeirópolis,08/20,1755.0,6209,"7,59",422,540.0
35125060820,Coroados,08/20,789.0,2831,"10,47",139,220.0
35126050820,Coronel Macedo,08/20,857.0,2333,"16,16",196,250.0
35127040820,Corumbataí,08/20,520.0,1190,"13,49",161,228.0
35128030820,Cosmópolis,08/20,4290.0,10100,"6,10",1048,1369.0
35129020820,Cosmorama,08/20,1146.0,3060,"14,21",302,498.0
35130090820,Cotia,08/20,18337.0,48571,"7,04",3938,5149.0
35131080820,Cravinhos,08/20,3953.0,8350,"12,06",1234,1878.0
35132070820,Cristais Paulista,08/20,961.0,2742,"10,20",174,249.0
35133060820,Cruzália,08/20,235.0,1154,"9,61",51,287.0
35134050820,Cruzeiro,08/20,9615.0,18000,"11,11",1986,2195.0
35135040820,Cubatão,08/20,18129.0,28609,"14,73",5846,6807.0
35136030820,Cunha,08/20,5177.0,10154,"22,18",1064,1209.0
35137020820,Descalvado,08/20,2126.0,5755,"5,84",366,430.0
35138010820,Diadema,08/20,50869.0,116886,"13,45",14997,19282.0
35138500820,Dirce Reis,08/20,166.0,899,"9,12",33,43.0
35139000820,Divinolândia,08/20,1512.0,3403,"12,53",372,477.0
35140070820,Dobrada,08/20,1236.0,2574,"12,79",314,460.0
35141060820,Dois Córregos,08/20,3134.0,7217,"11,03",609,707.0
35142050820,Dolcinópolis,08/20,211.0,977,"9,44",61,137.0
35143040820,Dourado,08/20,1341.0,2546,"13,43",346,500.0
35144030820,Dracena,08/20,2481.0,8987,"5,18",459,616.0
35145020820,Duartina,08/20,1234.0,4535,"8,82",118,174.0
35146010820,Dumont,08/20,998.0,2161,"9,85",210,335.0
35147000820,Echaporã,08/20,1296.0,3051,"20,64",386,598.0
35148090820,Eldorado,08/20,3729.0,7277,"23,03",738,811.0
35149080820,Elias Fausto,08/20,2983.0,5626,"17,38",901,1363.0
35149240820,Elisiário,08/20,402.0,948,"11,51",138,214.0
35149570820,Embaúba,08/20,180.0,482,"6,97",53,73.0
35150040820,Embu das Artes,08/20,45424.0,92312,"18,73",13119,16398.0
35151030820,Embu-Guaçu,08/20,13613.0,32182,"20,74",3777,5750.0
35151290820,Emilianópolis,08/20,448.0,1292,"13,54",99,117.0
35151520820,Engenheiro Coelho,08/20,2085.0,7148,"9,65",423,563.0
35151860820,Espírito Santo do Pinhal,08/20,2632.0,5992,"6,31",724,826.0
35151940820,Espírito Santo do Turvo,08/20,422.0,1964,"7,61",49,66.0
35152020820,Estrela d'Oeste,08/20,652.0,3137,"7,38",161,217.0
35153010820,Estrela do Norte,08/20,214.0,936,"8,75",63,81.0
35153500820,Euclides da Cunha Paulista,08/20,2203.0,4583,"23,69",589,700.0
35154000820,Fartura,08/20,1942.0,6086,"11,93",412,582.0
35155090820,Fernandópolis,08/20,5911.0,17421,"8,35",1698,2635.0
35156080820,Fernando Prestes,08/20,450.0,1282,"6,66",70,104.0
35156570820,Fernão,08/20,232.0,615,"12,22",33,45.0
35157070820,Ferraz de Vasconcelos,08/20,27225.0,56572,"14,69",7870,9859.0
35158060820,Flora Rica,08/20,211.0,637,"11,11",53,58.0
35159050820,Floreal,08/20,296.0,1151,"9,30",88,156.0
35160020820,Flórida Paulista,08/20,1813.0,3553,"16,29",542,621.0
35161010820,Florínea,08/20,653.0,1807,"24,52",224,278.0
35162000820,Franca,08/20,24920.0,60635,"7,09",6036,7451.0
35163090820,Francisco Morato,08/20,38348.0,73129,"22,78",10652,13748.0
35164080820,Franco da Rocha,08/20,23720.0,45403,"17,35",7022,8945.0
35165070820,Gabriel Monteiro,08/20,191.0,989,"5,76",38,50.0
35166060820,Gália,08/20,464.0,2091,"6,00",56,67.0
35167050820,Garça,08/20,6102.0,15924,"14,06",1387,1622.0
35168040820,Gastão Vidigal,08/20,311.0,1220,"6,02",49,67.0
35168530820,Gavião Peixoto,08/20,550.0,1199,"11,00",86,104.0
35169030820,General Salgado,08/20,860.0,2770,"7,52",211,259.0
35170000820,Getulina,08/20,1524.0,3382,"16,75",431,525.0
35171090820,Glicério,08/20,598.0,2016,"12,21",163,279.0
35172080820,Guaiçara,08/20,1217.0,3635,"9,40",250,369.0
35173070820,Guaimbê,08/20,1251.0,2445,"22,44",378,498.0
35174060820,Guaíra,08/20,4173.0,8902,"11,11",1113,1358.0
35175050820,Guapiaçu,08/20,1239.0,3516,"5,18",246,307.0
35176040820,Guapiara,08/20,3652.0,9344,"19,60",717,878.0
35177030820,Guará,08/20,2895.0,5167,"12,68",646,730.0
35178020820,Guaraçaí,08/20,958.0,3161,"10,09",211,257.0
35179010820,Guaraci,08/20,1632.0,3230,"14,56",455,620.0
35180080820,Guarani d'Oeste,08/20,285.0,1211,"13,28",75,99.0
35181070820,Guarantã,08/20,1287.0,2738,"20,29",422,609.0
35182060820,Guararapes,08/20,2562.0,7179,"6,62",318,406.0
35183050820,Guararema,08/20,5495.0,12115,"18,19",1484,2148.0
35184040820,Guaratinguetá,08/20,11033.0,23564,"9,00",2820,3264.0
35185030820,Guareí,08/20,1528.0,4233,"10,87",277,344.0
35186020820,Guariba,08/20,4326.0,7934,"9,73",981,1120.0
35187010820,Guarujá,08/20,29606.0,60412,"9,41",5977,7056.0
35188000820,Guarulhos,08/20,148844.0,336150,"11,03",32505,43874.0
35188590820,Guatapará,08/20,1336.0,2393,"18,43",389,455.0
35189090820,Guzolândia,08/20,599.0,2123,"9,97",66,89.0
35190060820,Herculândia,08/20,1639.0,2916,"16,14",424,472.0
35190550820,Holambra,08/20,295.0,1168,"2,21",84,140.0
35190710820,Hortolândia,08/20,26638.0,55280,"12,06",7524,10405.0
35191050820,Iacanga,08/20,1319.0,4051,"11,56",360,618.0
35192040820,Iacri,08/20,871.0,2293,"13,84",222,291.0
35192530820,Iaras,08/20,1042.0,2365,"21,86",283,376.0
35193030820,Ibaté,08/20,5691.0,9030,"16,50",1461,1921.0
35194020820,Ibirá,08/20,1364.0,2809,"10,32",323,385.0
35195010820,Ibirarema,08/20,1825.0,3822,"24,50",585,860.0
35196000820,Ibitinga,08/20,5443.0,13171,"9,18",1266,1679.0
35197090820,Ibiúna,08/20,11799.0,21224,"13,44",2630,3076.0
35198080820,Icém,08/20,926.0,2335,"11,80",270,356.0
35199070820,Iepê,08/20,1239.0,3330,"16,82",402,488.0
35200040820,Igaraçu do Tietê,08/20,4025.0,7359,"16,49",1052,1463.0
35201030820,Igarapava,08/20,2322.0,6015,"6,59",319,384.0
35202020820,Igaratá,08/20,1880.0,3930,"18,51",432,527.0
35203010820,Iguape,08/20,8210.0,15226,"26,37",1771,2198.0
35204000820,Ilhabela,08/20,2458.0,7691,"7,02",587,714.0
35204260820,Ilha Comprida,08/20,2719.0,7218,"23,87",623,806.0
35204420820,Ilha Solteira,08/20,1267.0,5518,"4,12",200,250.0
35205090820,Indaiatuba,08/20,8338.0,32948,"3,11",1025,1507.0
35206080820,Indiana,08/20,693.0,1886,"13,53",173,225.0
35207070820,Indiaporã,08/20,567.0,1837,"14,83",152,282.0
35208060820,Inúbia Paulista,08/20,282.0,1223,"7,59",79,102.0
35209050820,Ipaussu,08/20,1807.0,4319,"12,24",476,588.0
35210020820,Iperó,08/20,4570.0,9677,"13,48",984,1218.0
35211010820,Ipeúna,08/20,696.0,1731,"8,52",134,181.0
35211500820,Ipiguá,08/20,613.0,1355,"10,65",171,242.0
35212000820,Iporanga,08/20,1286.0,2624,"28,78",358,432.0
35213090820,Ipuã,08/20,1985.0,5594,"11,85",418,534.0
35214080820,Iracemápolis,08/20,1334.0,3214,"5,46",308,393.0
35215070820,Irapuã,08/20,1048.0,2269,"12,41",276,449.0
35216060820,Irapuru,08/20,1241.0,2442,"19,03",348,398.0
35217050820,Itaberá,08/20,4298.0,8084,"24,86",1211,1431.0
35218040820,Itaí,08/20,2748.0,6789,"10,48",471,572.0
35219030820,Itajobi,08/20,1554.0,3295,"8,96",373,463.0
35220000820,Itaju,08/20,354.0,1021,"8,34",62,86.0
35221090820,Itanhaém,08/20,25619.0,46189,"26,23",8131,11796.0
35221580820,Itaoca,08/20,1135.0,1629,"37,48",329,349.0
35222080820,Itapecerica da Serra,08/20,17982.0,51325,"11,10",3950,6367.0
35223070820,Itapetininga,08/20,17364.0,40559,"9,96",3108,3920.0
35224060820,Itapeva,08/20,13149.0,27120,"14,49",3079,3459.0
35225050820,Itapevi,08/20,38211.0,64831,"15,72",9609,10805.0
35226040820,Itapira,08/20,5151.0,12053,"7,74",1475,1819.0
35226530820,Itapirapuã Paulista,08/20,1683.0,2527,"40,32",524,610.0
35227030820,Itápolis,08/20,1813.0,4338,"3,56",324,374.0
35228020820,Itaporanga,08/20,3483.0,6219,"23,72",988,1094.0
35229010820,Itapuí,08/20,1494.0,3319,"10,52",374,494.0
35230080820,Itapura,08/20,988.0,2448,"18,87",249,314.0
35231070820,Itaquaquecetuba,08/20,57936.0,119306,"15,52",12072,14135.0
35232060820,Itararé,08/20,8466.0,17295,"17,48",2313,2659.0
35233050820,Itariri,08/20,3259.0,5860,"17,35",740,884.0
35234040820,Itatiba,08/20,6447.0,15052,"5,43",1671,2124.0
35235030820,Itatinga,08/20,2758.0,6093,"14,10",742,902.0
35236020820,Itirapina,08/20,1889.0,3304,"13,13",557,762.0
35237010820,Itirapuã,08/20,1931.0,3003,"30,39",606,747.0
35238000820,Itobi,08/20,940.0,2294,"11,47",188,222.0
35239090820,Itu,08/20,16284.0,36800,"10,16",4426,5521.0
35240060820,Itupeva,08/20,5412.0,9665,"9,01",1171,1460.0
35241050820,Ituverava,08/20,4029.0,8238,"9,53",1170,1488.0
35242040820,Jaborandi,08/20,662.0,2035,"9,93",160,223.0
35243030820,Jaboticabal,08/20,8064.0,19666,"10,58",1910,2603.0
35244020820,Jacareí,08/20,21047.0,48288,"8,82",4091,4910.0
35245010820,Jaci,08/20,484.0,1911,"5,95",100,133.0
35246000820,Jacupiranga,08/20,3474.0,8220,"17,34",664,796.0
35247090820,Jaguariúna,08/20,3626.0,8523,"6,83",1010,1519.0
35248080820,Jales,08/20,3231.0,9416,"6,72",921,1290.0
35249070820,Jambeiro,08/20,776.0,2102,"11,27",188,286.0
35250030820,Jandira,08/20,9129.0,26563,"6,87",574,749.0
35251020820,Jardinópolis,08/20,4659.0,10005,"10,56",1046,1286.0
35252010820,Jarinu,08/20,3403.0,7398,"11,61",864,1227.0
35253000820,Jaú,08/20,7500.0,26504,"4,94",1413,2158.0
35254090820,Jeriquara,08/20,562.0,1674,"15,77",108,137.0
35255080820,Joanópolis,08/20,1135.0,2794,"7,58",195,233.0
35256070820,João Ramalho,08/20,593.0,1606,"12,88",132,202.0
35257060820,José Bonifácio,08/20,1698.0,6472,"3,73",104,127.0
35258050820,Júlio Mesquita,08/20,897.0,1718,"20,13",287,373.0
35258540820,Jumirim,08/20,249.0,855,"7,38",69,139.0
35259040820,Jundiaí,08/20,14925.0,34779,"3,49",3159,4001.0
35260010820,Junqueirópolis,08/20,2332.0,5260,"11,77",651,945.0
35261000820,Juquiá,08/20,3894.0,8162,"18,47",785,887.0
35262090820,Juquitiba,08/20,7790.0,14411,"23,89",1432,1627.0
35263080820,Lagoinha,08/20,963.0,2034,"18,39",249,278.0
35264070820,Laranjal Paulista,08/20,3062.0,7706,"10,54",846,1220.0
35265060820,Lavínia,08/20,554.0,1695,"8,91",118,150.0
35266050820,Lavrinhas,08/20,1508.0,3159,"20,61",387,499.0
35267040820,Leme,08/20,7555.0,26046,"6,56",963,1530.0
35268030820,Lençóis Paulista,08/20,4390.0,9709,"6,09",954,1117.0
35269020820,Limeira,08/20,30512.0,67851,"10,58",9698,14693.0
35270090820,Lindóia,08/20,610.0,1421,"6,79",68,94.0
35271080820,Lins,08/20,5704.0,13318,"7,37",1238,1516.0
35272070820,Lorena,08/20,9789.0,21209,"10,57",1075,1289.0
35272560820,Lourdes,08/20,324.0,1429,"13,26",88,161.0
35273060820,Louveira,08/20,3381.0,14512,"6,55",900,2137.0
35274050820,Lucélia,08/20,2415.0,5439,"12,58",757,1043.0
35275040820,Lucianópolis,08/20,217.0,1016,"9,08",46,102.0
35276030820,Luís Antônio,08/20,1721.0,4614,"11,35",510,729.0
35277020820,Luiziânia,08/20,809.0,2340,"12,89",159,229.0
35278010820,Lupércio,08/20,552.0,1749,"10,86",94,121.0
35279000820,Lutécia,08/20,363.0,1188,"13,33",94,116.0
35280070820,Macatuba,08/20,1184.0,3895,"6,16",91,111.0
35281060820,Macaubal,08/20,984.0,2733,"12,08",289,442.0
35282050820,Macedônia,08/20,410.0,1406,"8,32",53,74.0
35283040820,Magda,08/20,235.0,1467,"6,50",50,59.0
35284030820,Mairinque,08/20,5785.0,11402,"11,28",849,1083.0
35285020820,Mairiporã,08/20,10009.0,26401,"10,72",1770,2320.0
35286010820,Manduri,08/20,1019.0,2787,"9,23",192,282.0
35287000820,Marabá Paulista,08/20,922.0,2148,"24,43",310,405.0
35288090820,Maracaí,08/20,1613.0,4113,"12,20",479,709.0
35288580820,Marapoama,08/20,338.0,822,"9,87",87,130.0
35289080820,Mariápolis,08/20,546.0,1675,"15,17",177,261.0
35290050820,Marília,08/20,17871.0,46480,"7,41",4259,5141.0
35291040820,Marinópolis,08/20,227.0,1156,"9,96",56,68.0
35292030820,Martinópolis,08/20,3618.0,6781,"14,39",1123,1299.0
35293020820,Matão,08/20,6568.0,15655,"7,86",1555,2002.0
35294010820,Mauá,08/20,24351.0,60355,"5,07",5487,6573.0
35295000820,Mendonça,08/20,341.0,1418,"5,13",38,61.0
35296090820,Meridiano,08/20,424.0,1969,"9,53",77,118.0
35296580820,Mesópolis,08/20,231.0,661,"9,81",26,34.0
35297080820,Miguelópolis,08/20,3641.0,7073,"17,12",1082,1460.0
35298070820,Mineiros do Tietê,08/20,1867.0,3642,"13,88",405,545.0
35299060820,Miracatu,08/20,6394.0,11428,"29,81",1345,1548.0
35300030820,Mira Estrela,08/20,289.0,1297,"7,36",42,57.0
35301020820,Mirandópolis,08/20,2445.0,6356,"9,24",560,710.0
35302010820,Mirante do Paranapanema,08/20,2904.0,9337,"15,03",602,706.0
35303000820,Mirassol,08/20,3927.0,11415,"6,00",662,885.0
35304090820,Mirassolândia,08/20,529.0,1447,"12,08",157,242.0
35305080820,Mococa,08/20,6884.0,14733,"9,22",1434,1621.0
35306070820,Mogi das Cruzes,08/20,69634.0,123448,"16,69",21590,29601.0
35307060820,Mogi Guaçu,08/20,10199.0,26718,"6,35",2075,2728.0
35308050820,Mogi Mirim,08/20,4471.0,11197,"4,53",907,1037.0
35309040820,Mombuca,08/20,849.0,1736,"23,18",217,287.0
35310010820,Monções,08/20,162.0,827,"6,54",29,38.0
35311000820,Mongaguá,08/20,11646.0,20282,"19,99",2618,3210.0
35312090820,Monte Alegre do Sul,08/20,341.0,990,"4,68",95,134.0
35313080820,Monte Alto,08/20,1958.0,5700,"3,96",399,514.0
35314070820,Monte Aprazível,08/20,3048.0,6723,"12,25",926,1356.0
35315060820,Monte Azul Paulista,08/20,1505.0,3792,"8,17",378,480.0
35316050820,Monte Castelo,08/20,567.0,1549,"13,05",146,177.0
35317040820,Monteiro Lobato,08/20,678.0,1434,"12,68",139,172.0
35318030820,Monte Mor,08/20,11775.0,23957,"21,39",3757,5671.0
35319020820,Morro Agudo,08/20,4049.0,8741,"12,50",1114,1543.0
35320090820,Morungaba,08/20,1103.0,5052,"7,69",174,241.0
35320580820,Motuca,08/20,558.0,1096,"10,25",126,154.0
35321080820,Murutinga do Sul,08/20,895.0,2145,"19,75",295,382.0
35321570820,Nantes,08/20,466.0,1074,"14,18",110,145.0
35322070820,Narandiba,08/20,411.0,2011,"7,43",42,63.0
35323060820,Natividade da Serra,08/20,1203.0,2283,"14,31",221,248.0
35324050820,Nazaré Paulista,08/20,3409.0,6310,"17,49",869,1102.0
35325040820,Neves Paulista,08/20,977.0,2864,"10,89",274,439.0
35326030820,Nhandeara,08/20,914.0,2723,"7,66",229,302.0
35327020820,Nipoã,08/20,818.0,1762,"16,15",257,392.0
35328010820,Nova Aliança,08/20,610.0,1904,"8,01",98,127.0
35328270820,Nova Campina,08/20,2794.0,5012,"29,94",789,945.0
35328430820,Nova Canaã Paulista,08/20,243.0,835,"12,41",67,83.0
35328680820,Nova Castilho,08/20,141.0,432,"10,44",28,34.0
35329000820,Nova Europa,08/20,1154.0,3922,"10,16",208,298.0
35330070820,Nova Granada,08/20,2024.0,5129,"9,19",505,623.0
35331060820,Nova Guataporanga,08/20,413.0,952,"18,70",138,191.0
35332050820,Nova Independência,08/20,924.0,1612,"24,88",313,474.0
35332540820,Novais,08/20,603.0,1961,"9,89",106,170.0
35333040820,Nova Luzitânia,08/20,445.0,1375,"10,40",124,201.0
35334030820,Nova Odessa,08/20,3230.0,7683,"5,24",713,872.0
35335020820,Novo Horizonte,08/20,2874.0,9066,"7,03",571,712.0
35336010820,Nuporanga,08/20,806.0,1775,"9,84",210,282.0
35337000820,Ocauçu,08/20,777.0,1632,"15,75",212,330.0
35338090820,Óleo,08/20,365.0,847,"12,78",92,124.0
35339080820,Olímpia,08/20,5146.0,15334,"9,50",1439,2705.0
35340050820,Onda Verde,08/20,329.0,1184,"8,15",83,123.0
35341040820,Oriente,08/20,762.0,1426,"10,88",193,224.0
35342030820,Orindiúva,08/20,230.0,1110,"2,93",13,19.0
35343020820,Orlândia,08/20,2840.0,6135,"6,25",574,728.0
35344010820,Osasco,08/20,81889.0,173733,"11,72",20113,24272.0
35345000820,Oscar Bressane,08/20,335.0,941,"12,01",88,118.0
35346090820,Osvaldo Cruz,08/20,3712.0,8735,"11,00",968,1044.0
35347080820,Ourinhos,08/20,8593.0,20183,"7,54",2061,2364.0
35347570820,Ouroeste,08/20,1232.0,3924,"11,78",323,516.0
35348070820,Ouro Verde,08/20,2307.0,4304,"25,97",703,884.0
35349060820,Pacaembu,08/20,1175.0,2898,"9,98",270,325.0
35350020820,Palestina,08/20,1268.0,2453,"10,13",343,427.0
35351010820,Palmares Paulista,08/20,782.0,2322,"5,27",122,141.0
35352000820,Palmeira d'Oeste,08/20,1111.0,2798,"10,75",260,308.0
35353090820,Palmital,08/20,3136.0,6381,"14,05",848,989.0
35354080820,Panorama,08/20,2793.0,5464,"16,75",701,978.0
35355070820,Paraguaçu Paulista,08/20,7303.0,14848,"16,59",1933,2625.0
35356060820,Paraibuna,08/20,2432.0,6044,"11,93",330,462.0
35357050820,Paraíso,08/20,546.0,1536,"8,18",149,258.0
35358040820,Paranapanema,08/20,2510.0,5547,"12,20",592,748.0
35359030820,Paranapuã,08/20,608.0,1847,"12,04",116,189.0
35360000820,Parapuã,08/20,1779.0,4228,"16,26",550,711.0
35361090820,Pardinho,08/20,550.0,1666,"7,24",88,117.0
35362080820,Pariquera-Açu,08/20,2763.0,7066,"13,57",533,599.0
35362570820,Parisi,08/20,437.0,1238,"18,24",130,208.0
35363070820,Patrocínio Paulista,08/20,1730.0,3967,"10,84",311,374.0
35364060820,Paulicéia,08/20,1667.0,3540,"22,52",458,622.0
35365050820,Paulínia,08/20,8082.0,20887,"7,83",2264,3510.0
35365700820,Paulistânia,08/20,280.0,1013,"14,97",72,130.0
35366040820,Paulo de Faria,08/20,1250.0,2697,"15,17",169,192.0
35367030820,Pederneiras,08/20,5289.0,11272,"11,53",1236,1522.0
35368020820,Pedra Bela,08/20,874.0,1795,"13,48",210,278.0
35369010820,Pedranópolis,08/20,126.0,1120,"4,58",22,38.0
